Tartaruga,Il rettile con il guscio
Rana,L'amfibio che salta e grida
Rospo,La rana con la pelle rugosa
Tavolo,Il mobile con le gambe per mangiare
Sedia,Il mobile con quattro gambe per sedersi
Poltrona,La sedia comoda per il salotto
Divano,Il mobile grande per sedersi in più
Letto,Il mobile dove si dorme la notte
Materasso,La parte morbida dove si dorme
Cuscino,La cosa morbida per la testa
Coperta,Il tessuto caldo per coprirsi
Lenzuola,I tessuti bianchi per il letto
Armadio,Il mobile alto per i vestiti
Cassettiera,Il mobile con i cassetti
Specchio,Il vetro che riflette l'immagine
Lampada,L'oggetto che fa luce la sera
Lampadina,La parte che fa luce nella lampada
Lampadario,La lampada grande del soffitto
Tappeto,Il tessuto per terra nel salotto
Quadro,La pittura appesa al muro
Orologio,L'oggetto che segna le ore
Sveglia,L'orologio che suona al mattino
Televisione,Lo schermo per vedere i programmi
Telefono,L'apparecchio per parlare a distanza
Computer,La macchina per lavorare e studiare
Tastiera,La parte con i tasti del computer
Mouse,L'oggetto che si muove sul tavolo
Schermo,La parte del computer che si guarda
Libro,L'oggetto con le pagine da leggere
Libreria,Il mobile per i libri
Scaffale,Il mobile con i ripiani
Vaso,Il contenitore per i fiori
Pianta,L'essere vivente verde in vaso
Asciugacapelli,L'apparecchio per asciugare i capelli
Sapone,La cosa per lavarsi le mani
Shampoo,Il sapone per i capelli
Dentifricio,La pasta per lavare i denti
Accappatoio,Il vestito per dopo la doccia
Doccia,Il posto dove si lava il corpo
Vasca,La grande per fare il bagno
Rubinetto,L'oggetto da cui esce l'acqua
Water,Il sanitario per i bisogni
Lavandino,Il sanitario per lavarsi le mani
Frigorifero,L'apparecchio per il cibo freddo
Congelatore,La parte molto fredda del frigo
Fornello,La parte per cuocere le pentole
Padella,La pentola bassa per friggere
Coperchio,La parte che copre la pentola
Tovaglia,Il tessuto per la tavola
Tovagliolo,Il tessuto per pulirsi la bocca
Scopa,L'oggetto per pulire il pavimento
Mocio,L'oggetto per lavare il pavimento
Lavatrice,La macchina per i vestiti
Stendino,L'oggetto per stendere i panni
Scarpe,Le cose per i piedi
Stivali,Le scarpe alte per la pioggia
Cappotto,Il vestito pesante per l'inverno
Giacca,Il vestito per la mezza stagione
Maglia,Il vestito per il busto
Pantaloni,Il vestito per le gambe
Gonna,Il vestito per le donne
Vestito,L'abito completo per le donne
Guanti,Gli accessori per le mani
Calzini,Gli accessori per i piedi
Borsa,L'accessorio per portare le cose
Chiavi,Gli oggetti per aprire le porte
Scarpiera,Il mobile per le scarpe
Scala,L'oggetto per salire in alto
Chiodo,L'oggetto di metallo da piantare
Diario,Il libro per gli appunti
Agenda,Il libro per gli appuntamenti
Rubrica,Il libro per i numeri
Calcolatrice,La macchina per i calcoli
Portacenere,Il contenitore per la cenere
Fumo,Quello che esce dalla sigaretta
Cenere,Quello che resta dalla sigaretta
Pattumiera,Il contenitore per la spazzatura
Spazzatura,Quello che si butta via
Posta,Il servizio per le lettere
Pacco,Il contenitore per le cose
Contenitore,L'oggetto per mettere le cose
Bottiglia,Il contenitore per i liquidi
Tappo,La parte che chiude la bottiglia
Tazza,Il contenitore per il caffè
Tazzina,La tazza piccola per il caffè
Mare,La grande distesa di acqua salata
Fiume,Il corso d'acqua che scorre
Bosco,Il luogo con molti alberi
Foresta,Il grande spazio con alberi
Prato,Il luogo con l'erba verde
Spiaggia,La riva del mare con sabbia
Valle,La zona bassa tra le montagne
Deserto,Il luogo arido senza acqua
Strada,La via per camminare e guidare
Piazza,Lo spazio aperto in città
Parco,Il giardino pubblico della città
Tunnel,Il passaggio sotto la montagna
Stazione,Il luogo dove arrivano i treni
Aeroporto,Il luogo dove atterrano gli aerei
Ospedale,Il luogo dove si curano i malati
Scuola,Il luogo dove si studia
Università,Il luogo degli studi superiori
Chiesa,Il luogo di preghiera cristiano
Teatro,Il luogo degli spettacoli dal vivo
Museo,Il luogo delle opere d'arte
Biblioteca,Il luogo dei libri in prestito
Ristorante,Il luogo dove si mangia seduti
Bar,Il luogo dove si prende il caffè
Supermercato,Il grande negozio di alimentari
Edicola,Il negozio di giornali e riviste
Panificio,Il negozio del pane fresco
Fruttivendolo,Il negozio di frutta e verdura
Giornale,Il foglio con le notizie
Romanzo,Il libro di narrativa lunga
Poesia,Il componimento letterario in versi
Fiaba,La storia fantastica per bambini
Mito,La leggenda degli antichi popoli
Storia,Il racconto di fatti accaduti
Biografia,La storia della vita di qualcuno
Autobiografia,La storia della propria vita
Lettera,Il messaggio scritto a qualcuno
Biglietto,Il piccolo foglio con messaggio
Invito,Il biglietto per un evento
Auguri,Le parole per una festa
Regalo,La cosa che si dona
Battesimo,La festa religiosa del neonato
Funerale,La cerimonia per i defunti
Vacanza,Il periodo di riposo e divertimento
Viaggio,Lo spostamento in luoghi lontani
Gita,Il breve viaggio di piacere
Passeggiata,Il cammino lento per piacere
Corsa,Il movimento veloce a piedi
Ciclismo,Lo sport con la bicicletta
Calcio,Lo sport con il pallone
Basket,Lo sport con il canestro
Tennis,Lo sport con racchetta e pallina
Volley,Lo sport di squadra con la rete
Rugby,Lo sport con il pallone ovale
Golf,Lo sport con mazza e buca
Atletica,Lo sport delle gare di corsa
Ginnastica,Lo sport degli esercizi fisici
Yoga,La disciplina di corpo e mente
Pilates,Il metodo di esercizi controllati
Danza,Il movimento ritmico a musica
Ballo,Il movimento a coppie a musica
Canzone,Il brano musicale con parole
Melodia,La successione di note musicali
Ritmo,La scansione temporale della musica
Armonia,La combinazione di suoni simultanei
Pianoforte,Lo strumento a tastiera con corde
Violino,Lo strumento ad arco piccolo
Chitarra,Lo strumento a corde da pizzicare
Batteria,Lo strumento a percussione moderno
Tamburo,Lo strumento a percussione antico
Flauto,Lo strumento a fiato di legno
Tromba,Lo strumento a fiato di metallo
Sassofono,Lo strumento a fiato ad ancia
Organo,Lo strumento a tastiera da chiesa
Arpa,Lo strumento a corde triangolare
Liuto,Lo strumento antico a corde
Mandolino,Lo strumento simile alla chitarra
Fisarmonica,Lo strumento a mantice e tasti
Xilofono,Lo strumento a percussione di legno
Maracas,Lo strumento a percussione latino
Triangolo,Lo strumento metallico a tre lati
Campana,Lo strumento che suona a battaglio
Sirena,Il suono forte di allarme
Fischietto,Il piccolo strumento per fischiare
Cornetta,Il piccolo strumento a fiato
Megafono,Lo strumento per amplificare la voce
Altoparlante,Il dispositivo che diffonde suono
Microfono,Lo strumento per captare la voce
Cuffie,Il dispositivo per ascoltare in privato
Radio,Il dispositivo per ascoltare trasmissioni
Televisione,Il dispositivo per vedere programmi
Computer,Il dispositivo elettronico per elaborare
Telefono,Il dispositivo per parlare a distanza
Fax,Il dispositivo per inviare documenti
Stampante,Il dispositivo per stampare su carta
Scanner,Il dispositivo per digitalizzare documenti
Fotocamera,Il dispositivo per fare foto
Videocamera,Il dispositivo per fare video
Proiettore,Il dispositivo per proiettare immagini
Schermo,La superficie per vedere immagini
Televisore,L'apparecchio per vedere la TV
Decoder,Il dispositivo per decodificare segnali
Antenna,Il dispositivo per captare onde
Satellite,L'oggetto in orbita per telecomunicazioni
Razzo,Il veicolo per lo spazio
Aereo,Il veicolo che vola nell'aria
Elicottero,Il veicolo con le pale rotanti
Aliante,Il veicolo che plana senza motore
Deltaplano,Il veicolo leggero per volare
Paracadute,Il dispositivo per scendere dall'aria
Barca,Il veicolo per navigare sull'acqua
Nave,La grande barca per trasporto
Traghetto,La nave per attraversare tratti d'acqua
Yacht,La barca da diporto elegante
Canoa,La barca leggera da remi
Kayak,La canoa chiusa per acque agitate
Sottomarino,Il veicolo che naviga sott'acqua
Treno,Il veicolo su rotaie per trasporto
Tram,Il veicolo su rotaie cittadino
Autobus,Il veicolo su gomma per trasporto
Furgone,Il veicolo per trasporto merci
Camion,Il grande veicolo per trasporto pesante
Auto,Il veicolo per trasporto persone
Automobile,La macchina per guidare su strada
Macchina,Il veicolo a motore per persone
Moto,Il veicolo a due ruote a motore
Scooter,La moto piccola per città
Bicicletta,Il veicolo a due ruote a pedali
Monopattino,Il veicolo a due ruote da spingere
Skateboard,La tavola con rotelle per scivolare
Pattini,Le calzature con rotelle per scivolare
Sci,Attrezzi per scivolare sulla neve
Snowboard,La tavola per scendere sulla neve
Slittino,Il veicolo per scivolare sulla neve
Bob,Il veicolo per gare su ghiaccio
Slitta,Il mezzo per trasportare sulla neve
Carro,Il veicolo antico a trazione animale
Carrozza,Il veicolo elegante a cavalli
Diligenza,La carrozza per trasporto passeggeri
Carretto,Il piccolo carro per merci
Carriola,Il veicolo a una ruota per trasporto
Triciclo,Il veicolo a tre ruote per bambini
Bicicletta,Il veicolo a due ruote per adulti
Tandem,La bicicletta per due persone
Cyclette,La bicicletta fissa per esercizio
Ellittica,La macchina per esercizio cardio
Tapis roulant,Il nastro per correre al chiuso
Cyclette,La bici stazionaria per allenamento
Pesi,Attrezzi per esercizi di forza
Manubri,I pesi piccoli per braccia
Bilanciere,La sbarra con pesi per sollevamento
Panca,Il supporto per esercizi sdraiati
Sbarra,Attrezzo per esercizi di trazione
Parallele,Attrezzi per esercizi a corpo libero
Spalliera,La struttura per esercizi di ginnastica
Materassino,Il tappetino per esercizi a terra
Tappetino,Il supporto per yoga e pilates
Bola,La palla grande per esercizi
Palla,La sfera per giochi e sport
Pallone,La palla grande per calcio
Pallina,La sfera piccola per tennis
Pallavolo,La palla per il gioco di squadra
Pallacanestro,La palla per il gioco con canestro
Pallamano,La palla per il gioco con le mani
Pallanuoto,La palla per il gioco in acqua
Pallone,La sfera gonfia per giocare
Ovale,La forma del pallone da rugby
Spicchi,Le sezioni del pallone da basket
Cuciture,Le linee del pallone da calcio
Valvola,La parte per gonfiare il pallone
Pompa,Lo strumento per gonfiare palloni
Rete,La struttura per delimitare il campo
Porta,La struttura dove segnare i gol
Canestro,Il cesto per segnare punti
Trampolino,La superficie elastica per saltare
Altalena,Il gioco che oscilla avanti e indietro
Scivolo,La superficie inclinata per scendere
Giostra,Il gioco che gira in tondo
Oscillazione,Il movimento avanti e indietro
Salto,Il movimento per staccarsi da terra
Corsa,Il movimento veloce con i piedi
Cammino,Il movimento lento con i piedi
Marcia,Il passo regolare e cadenzato
Passo,Il movimento di un piede
Orma,Il segno lasciato dal piede
Impronta,Il segno lasciato sul terreno
Segno,La traccia visibile di qualcosa
Traccia,Il segno di un passaggio
Pista,La traccia per seguire un percorso
Sentiero,Il percorso stretto nella natura
Strada,Il percorso largo per veicoli
Corso,La via principale della città
Boulevard,La strada larga e alberata
Autostrada,La strada veloce per automobili
Tangenziale,La strada intorno alla città
Circonvallazione,La strada che circonda un centro
Raccordo,La strada che collega due percorsi
Svincolo,Il punto di uscita dall'autostrada
Incrocio,Il punto dove si incontrano strade
Piazza,Lo spazio dove convergono vie
Rotonda,La piazza circolare per traffico
Sottopassaggio,Il passaggio sotto la strada
Sovrappassaggio,Il passaggio sopra la strada
Cavalcavia,Il ponte sopra una strada
Viadotto,Il ponte lungo su valle o fiume
Galleria,Il tunnel attraverso la montagna
Traforo,Il tunnel sotto una montagna
Cripta,La camera sotterranea sotto chiesa
Tomba,Il luogo di sepoltura dei defunti
Mausoleo,La tomba grandiosa e monumentale
Sarcofago,La tomba di pietra scolpita
Urna,Il contenitore per le ceneri
Colombario,Il muro con nicchie per urne
Ossario,Il luogo per conservare ossa
Cimitero,Il luogo di sepoltura dei defunti
Funerale,La cerimonia per i defunti
Cremazione,La riduzione in ceneri del corpo
Veglia,La cerimonia di vigilanza funebre
Lutto,Il periodo di dolore per perdita
Cordoglio,Il dolore per una perdita
Malinconia,La tristezza dolce e pensosa
Nostalgia,La tristezza per il passato
Rimpianto,Il dolore per ciò che non è
Rammarico,Il dispiacere per azioni passate
Rimorso,Il dolore per colpa commessa
Pentimento,Il dolore per errori fatti
Scuse,Le parole per chiedere perdono
Interrogare,Il fare domande per sapere
Risposta,La soluzione a una domanda
Replica,La risposta a una affermazione
Obiezione,La risposta contraria a qualcosa
Patto,Il accordo formale tra parti
Sottoscrizione,La firma su un documento
Documento,Il foglio con informazioni scritte
Foglio,Il pezzo di carta per scrivere
Carta,Il materiale per scrivere e stampare
Libro,Il foglio rilegato con contenuto
Volume,Il libro di grande formato
Tomo,Il libro di grandi dimensioni
Opera,Il lavoro letterario o artistico
Capitolo,La parte di un libro
Paragrafo,La sezione di un capitolo
Frase,La sequenza di parole con senso
Periodo,La frase complessa con più proposizioni
Proposizione,La frase con un verbo
Verbo,La parola che indica azione
Sostantivo,La parola che indica cosa
Aggettivo,La parola che qualifica il sostantivo
Avverbio,La parola che modifica il verbo
Pronome,La parola che sostituisce il nome
Preposizione,La parola che collega le parole
Congiunzione,La parola che unisce frasi
Interiezione,La parola che esprime emozione
Punteggiatura,I segni per organizzare il testo
Punto,Il segno che finisce la frase
Virgola,Il segno per breve pausa
Punto e virgola,Il segno per pausa media
Due punti,Il segno per introdurre qualcosa
Puntini,Il segno per indicare omissione
Virgolette,I segni per citare parole
Parentesi,I segni per informazioni aggiuntive
Trattino,Il segno per unire parole
Accento,Il segno per pronuncia corretta
Grave,Il segno di accento discendente
Acuto,Il segno di accento ascendente
Circonflesso,Il segno di accento curvo
Tilde,Il segno sopra la n spagnola
Dieresi,Il segno per vocali separate
Cediglia,Il segno sotto la c francese
Gennaio,Il primo mese dell'anno nuovo
Febbraio,Tra gennaio e marzo nel calendario
Marzo,Il mese che porta la primavera
Aprile,Il mese delle piogge e dei fiori
Maggio,Il mese più bello secondo il detto
Giugno,Il mese del solstizio d'estate
Luglio,Il mese più caldo dell'anno
Agosto,Il mese delle ferie e del mare
Settembre,Il mese che riporta al lavoro
Ottobre,Il mese delle foglie colorate
Novembre,Il mese dei defunti e della nebbia
Lunedì,Il primo giorno della settimana
Martedì,Il secondo giorno della settimana
Mercoledì,Il terzo giorno della settimana
Giovedì,Il quarto giorno della settimana
Venerdì,Il quinto giorno della settimana
Sabato,Il primo giorno del weekend
Domenica,Il giorno del riposo e della chiesa
Natale,La festa più attesa dell'anno
Pasqua,La festa mobile della primavera
Estate,La stagione del mare e del sole
Inverno,La stagione fredda con la neve
Primavera,La stagione dei fiori e del risveglio
Autunno,La stagione delle foglie che cadono
Riso,È lanciato agli sposi per augurio
Pasta,Il piatto forte della cucina italiana
Pizza,Il cibo italiano più famoso al mondo
Pane,Non manca mai sulla tavola italiana
Acqua,Il liquido essenziale per la vita
Vino,Il bianco va servito sempre freddo
Caffè,La bevanda preferita dagli italiani
Cioccolata,Il dolce marrone che piace ai bambini
Gelato,Il dolce freddo delle estati italiane
Limone,Giallo e profumato ricco di vitamina
Arancia,Il frutto arancione ricco di vitamina
Mela,Il frutto che tiene lontano il dottore
Banana,Il frutto curvo ricco di potassio
Pera,Il frutto dolce con la buccia sottile
Pesca,Il frutto estivo con la buccia pelosa
Anguria,Il frutto estivo rosso e dissetante
Melone,Il frutto estivo con la polpa dolce
Fragola,Il frutto rosso con i semini fuori
Ciliegia,Il frutto rosso con il picciolo verde
Uva,Il frutto che si trasforma in vino
Fico,Il frutto dolce con i semini dentro
Noce,Il frutto secco con il guscio duro
Mandorla,La frutta secca bianca e croccante
Nocciola,La frutta secca tonda e marroncina
Pistacchio,La frutta secca verde e saporita
Olio,Il liquido d'oro della cucina mediterranea
Burro,Il grasso animale per dolci e paste
Formaggio,Il latticino che si fa con il latte
Mozzarella,Il formaggio bianco elastico e filante
Parmigiano,Il formaggio stagionato da grattugiare
Gorgonzola,Il formaggio blu con le muffe buone
Ricotta,Il latticino fresco bianco e cremoso
Yogurt,Il latticino fermentato con i probiotici
Latte,Il liquido bianco che bevono i bambini
Uovo,Si rompe per fare la frittata
Carne,La proteina animale rossa o bianca
Manzo,La carne bovina rossa e saporita
Maiale,La carne del porco grassa e gustosa
Pollo,La carne bianca del volatile da cortile
Tacchino,La carne bianca del volatile americano
Coniglio,La carne bianca tenera e delicata
Agnello,La carne dell'ovino giovane e tenera
Pesce,L'animale che vive nell'acqua salata
Salmone,Il pesce rosa ricco di omega tre
Tonno,Il pesce grande che si conserva sott'olio
Merluzzo,Il pesce bianco magro e delicato
Orata,Il pesce pregiato dal sapore delicato
Branzino,Il pesce nobile dalle carni bianche
Sarde,I pesci piccoli azzurri e saporiti
Acciughe,I pesciolini azzurri sotto sale
Polpo,Il mollusco con otto lunghi tentacoli
Calamaro,Il mollusco con i tentacoli e gli occhi
Seppia,Il mollusco che fa l'inchiostro nero
Cozza,Il mollusco bivalve che si attacca
Vongola,Il mollusco bivalve che vive nella sabbia
Ostrica,Il mollusco pregiato che si mangia crudo
Gambero,Il crostaceo rosa che vive in mare
Scampo,Il crostaceo pregiato simile all'aragosta
Aragosta,Il crostaceo grande con le chele
Granchio,Il crostaceo che cammina di lato
Carciofo,La verdura con le foglie a punta
Melanzana,La verdura viola della parmigiana
Zucchina,La verdura verde lunga e sottile
Pomodoro,Il frutto rosso della pizza e pasta
Cipolla,La verdura che fa piangere quando si taglia
Aglio,L'aroma che allontana le vampire
Patata,La verdura tubero che si frigge
Insalata,La verdura verde che si mangia cruda
Lattuga,La verdura a foglia larga e verde
Spinaci,La verdura verde che piace a Braccio di Ferro
Broccoli,La verdura verde a forma di alberello
Cavolo,La verdura a foglia grande e verde
Verza,La verdura a foglia riccia e verde
Radicchio,La verdura rossa dal sapore amaro
Finocchio,La verdura bianca croccante e profumata
Sedano,La verdura verde con i fili lunghi
Carota,La verdura arancione che piace ai conigli
Barbabietola,La verdura rossa dolce e terrosa
Zucca,La verdura arancione di Halloween
Peperone,La verdura colorata a forma di campana
Fagiolini,I legumi verdi lunghi e sottili
Fagioli,I legumi che fanno fare le ruttine
Ceci,I legumi tondi per l'hummus
Lenticchie,I legumi piccoli che portano fortuna
Piselli,I legumi verdi dolci e tondi
Fave,I legumi grandi con il baccello
Soia,Il legume da cui si fa il latte
Grano,Il cereale da cui si fa la farina
Orzo,Il cereale per la birra e il caffè
Avena,Il cereale per la colazione sana
Farina,La polvere bianca per fare il pane
Sale,Il condimento bianco che dà sapore
Pepe,Il condimento nero che pizzica
Peperoncino,Il condimento rosso che brucia
Zucchero,Il condimento bianco dolce per i dolci
Miele,Il condimento dolce fatto dalle api
Aceto,Il liquido acido per condire l'insalata
Senape,La salsa gialla piccante per i wurstel
Ketchup,La salsa rossa di pomodoro per le patatine
Maionese,La salsa bianca cremosa per le insalate
Pesto,La salsa verde di basilico genovese
Sugo,La salsa di pomodoro per la pasta
Ragà¹¹,Il sugo di carne per la pasta
Besciamella,La salsa bianca per le lasagne
Zuppa,Il piatto liquido caldo con verdure
Minestra,Il piatto caldo con pasta e verdure
Vellutata,La zuppa cremosa e liscia
Brodo,Il liquido di cottura della carne
Torta,Il dolce da forno per le feste
Dolce,Il cibo buono alla fine del pasto
Biscotto,Il dolce secco per la colazione
Cornetto,Il dolce lievitato per il cappuccino
Brioche,Il dolce lievitato francese dolce
Cannolo,Il dolce siciliano con la ricotta
Tiramisà¹¹,Il dolce al caffè con mascarpone e savoiardi
Panna,La crema bianca per i dolci
Cioccolato,Il dolce marrone che scioglie in bocca
Cane,Il migliore amico dell'uomo fedele
Gatto,Il felino domestico che fa le fusa
Topo,Il piccolo roditore che ama il formaggio
Cavallo,L'animale grande che si cavalca
Mucca,L'animale che fa il latte bianco
Pecora,L'animale con la lana bianca
Capra,L'animale che scala le montagne
Maiale,L'animale rosa che ama il fango
Gallina,L'animale che fa le uova
Gallo,Il maschio della gallina che canta
Anatra,L'uccello acquatico che fa qua qua
Oca,L'uccello grande che fa oca oca
Coniglio,Il piccolo animale con le orecchie lunghe
Lepre,Il cugino selvatico del coniglio
Orso,Il grande mammifero della foresta
Lupo,Il canide selvatico che ulula
Volpe,Il canide astuto dal pelo rosso
Cervo,Il grande animale con le corna
Cinghiale,Il maiale selvatico dei boschi
Istrice,Il roditore con gli aculei
Scoiattolo,Il piccolo roditore con la coda
Riccio,Il piccolo animale con gli aculei
Talpa,Il piccolo animale che vive sottoterra
Pipistrello,Il mammifero che vola di notte
Foca,Il mammifero marino con le pinne
Pinguino,L'uccello che non vola ma nuota
Gufo,L'uccello notturno che fa uhu
Civetta,Il piccolo gufo di campagna
Pettiroso,Il piccolo uccello dal petto rosso
Colomba,L'uccello bianco simbolo di pace
Struzzo,L'uccello grande che non vola
Pavone,L'uccello con la coda colorata
Pellicano,L'uccello con il becco a sacca
Flamingo,L'uccello rosa che sta su una zampa
Avvoltoio,L'uccello spazzino che mangia carogne
Condor,Il grande uccello delle Ande
Serpente,Il rettile lungo senza zampe
Lucertola,Il piccolo rettile che corre
Camaleonte,Il rettile che cambia colore
Coccodrillo,Il grande rettile dei fiumi
Tartaruga,Il rettile con il guscio
Rana,L'amfibio che salta e grida
Rospo,La rana con la pelle rugosa
Tavolo,Il mobile con le gambe per mangiare
Sedia,Il mobile con quattro gambe per sedersi
Poltrona,La sedia comoda per il salotto
Divano,Il mobile grande per sedersi in più
Letto,Il mobile dove si dorme la notte
Materasso,La parte morbida dove si dorme
Cuscino,La cosa morbida per la testa
Coperta,Il tessuto caldo per coprirsi
Lenzuola,I tessuti bianchi per il letto
Armadio,Il mobile alto per i vestiti
Cassettiera,Il mobile con i cassetti
Specchio,Il vetro che riflette l'immagine
Lampada,L'oggetto che fa luce la sera
Lampadina,La parte che fa luce nella lampada
Lampadario,La lampada grande del soffitto
Tappeto,Il tessuto per terra nel salotto
Quadro,La pittura appesa al muro
Orologio,L'oggetto che segna le ore
Sveglia,L'orologio che suona al mattino
Televisione,Lo schermo per vedere i programmi
Telefono,L'apparecchio per parlare a distanza
Computer,La macchina per lavorare e studiare
Tastiera,La parte con i tasti del computer
Mouse,L'oggetto che si muove sul tavolo
Schermo,La parte del computer che si guarda
Libro,L'oggetto con le pagine da leggere
Libreria,Il mobile per i libri
Scaffale,Il mobile con i ripiani
Vaso,Il contenitore per i fiori
Pianta,L'essere vivente verde in vaso
Asciugacapelli,L'apparecchio per asciugare i capelli
Sapone,La cosa per lavarsi le mani
Shampoo,Il sapone per i capelli
Dentifricio,La pasta per lavare i denti
Accappatoio,Il vestito per dopo la doccia
Doccia,Il posto dove si lava il corpo
Vasca,La grande per fare il bagno
Rubinetto,L'oggetto da cui esce l'acqua
Water,Il sanitario per i bisogni
Lavandino,Il sanitario per lavarsi le mani
Frigorifero,L'apparecchio per il cibo freddo
Congelatore,La parte molto fredda del frigo
Fornello,La parte per cuocere le pentole
Padella,La pentola bassa per friggere
Coperchio,La parte che copre la pentola
Tovaglia,Il tessuto per la tavola
Tovagliolo,Il tessuto per pulirsi la bocca
Scopa,L'oggetto per pulire il pavimento
Mocio,L'oggetto per lavare il pavimento
Lavatrice,La macchina per i vestiti
Stendino,L'oggetto per stendere i panni
Scarpe,Le cose per i piedi
Stivali,Le scarpe alte per la pioggia
Cappotto,Il vestito pesante per l'inverno
Giacca,Il vestito per la mezza stagione
Maglia,Il vestito per il busto
Pantaloni,Il vestito per le gambe
Gonna,Il vestito per le donne
Vestito,L'abito completo per le donne
Guanti,Gli accessori per le mani
Calzini,Gli accessori per i piedi
Borsa,L'accessorio per portare le cose
Chiavi,Gli oggetti per aprire le porte
Scarpiera,Il mobile per le scarpe
Scala,L'oggetto per salire in alto
Chiodo,L'oggetto di metallo da piantare
Diario,Il libro per gli appunti
Agenda,Il libro per gli appuntamenti
Rubrica,Il libro per i numeri
Calcolatrice,La macchina per i calcoli
Portacenere,Il contenitore per la cenere
Fumo,Quello che esce dalla sigaretta
Cenere,Quello che resta dalla sigaretta
Pattumiera,Il contenitore per la spazzatura
Spazzatura,Quello che si butta via
Posta,Il servizio per le lettere
Pacco,Il contenitore per le cose
Contenitore,L'oggetto per mettere le cose
Bottiglia,Il contenitore per i liquidi
Tappo,La parte che chiude la bottiglia
Tazza,Il contenitore per il caffè
Tazzina,La tazza piccola per il caffè
Mare,La grande distesa di acqua salata
Fiume,Il corso d'acqua che scorre
Bosco,Il luogo con molti alberi
Foresta,Il grande spazio con alberi
Prato,Il luogo con l'erba verde
Spiaggia,La riva del mare con sabbia
Valle,La zona bassa tra le montagne
Deserto,Il luogo arido senza acqua
Strada,La via per camminare e guidare
Piazza,Lo spazio aperto in città
Parco,Il giardino pubblico della città
Tunnel,Il passaggio sotto la montagna
Stazione,Il luogo dove arrivano i treni
Aeroporto,Il luogo dove atterrano gli aerei
Ospedale,Il luogo dove si curano i malati
Scuola,Il luogo dove si studia
Università,Il luogo degli studi superiori
Chiesa,Il luogo di preghiera cristiano
Teatro,Il luogo degli spettacoli dal vivo
Museo,Il luogo delle opere d'arte
Biblioteca,Il luogo dei libri in prestito
Ristorante,Il luogo dove si mangia seduti
Bar,Il luogo dove si prende il caffè
Supermercato,Il grande negozio di alimentari
Edicola,Il negozio di giornali e riviste
Panificio,Il negozio del pane fresco
Fruttivendolo,Il negozio di frutta e verdura
Giornale,Il foglio con le notizie
Romanzo,Il libro di narrativa lunga
Poesia,Il componimento letterario in versi
Fiaba,La storia fantastica per bambini
Mito,La leggenda degli antichi popoli
Storia,Il racconto di fatti accaduti
Biografia,La storia della vita di qualcuno
Autobiografia,La storia della propria vita
Lettera,Il messaggio scritto a qualcuno
Biglietto,Il piccolo foglio con messaggio
Invito,Il biglietto per un evento
Auguri,Le parole per una festa
Regalo,La cosa che si dona
Battesimo,La festa religiosa del neonato
Funerale,La cerimonia per i defunti
Vacanza,Il periodo di riposo e divertimento
Viaggio,Lo spostamento in luoghi lontani
Gita,Il breve viaggio di piacere
Passeggiata,Il cammino lento per piacere
Corsa,Il movimento veloce a piedi
Ciclismo,Lo sport con la bicicletta
Calcio,Lo sport con il pallone
Basket,Lo sport con il canestro
Tennis,Lo sport con racchetta e pallina
Volley,Lo sport di squadra con la rete
Rugby,Lo sport con il pallone ovale
Golf,Lo sport con mazza e buca
Atletica,Lo sport delle gare di corsa
Ginnastica,Lo sport degli esercizi fisici
Yoga,La disciplina di corpo e mente
Pilates,Il metodo di esercizi controllati
Danza,Il movimento ritmico a musica
Ballo,Il movimento a coppie a musica
Canzone,Il brano musicale con parole
Melodia,La successione di note musicali
Ritmo,La scansione temporale della musica
Armonia,La combinazione di suoni simultanei
Pianoforte,Lo strumento a tastiera con corde
Violino,Lo strumento ad arco piccolo
Chitarra,Lo strumento a corde da pizzicare
Batteria,Lo strumento a percussione moderno
Tamburo,Lo strumento a percussione antico
Flauto,Lo strumento a fiato di legno
Tromba,Lo strumento a fiato di metallo
Sassofono,Lo strumento a fiato ad ancia
Organo,Lo strumento a tastiera da chiesa
Arpa,Lo strumento a corde triangolare
Liuto,Lo strumento antico a corde
Mandolino,Lo strumento simile alla chitarra
Fisarmonica,Lo strumento a mantice e tasti
Xilofono,Lo strumento a percussione di legno
Maracas,Lo strumento a percussione latino
Triangolo,Lo strumento metallico a tre lati
Campana,Lo strumento che suona a battaglio
Sirena,Il suono forte di allarme
Fischietto,Il piccolo strumento per fischiare
Cornetta,Il piccolo strumento a fiato
Megafono,Lo strumento per amplificare la voce
Altoparlante,Il dispositivo che diffonde suono
Microfono,Lo strumento per captare la voce
Cuffie,Il dispositivo per ascoltare in privato
Radio,Il dispositivo per ascoltare trasmissioni
Televisione,Il dispositivo per vedere programmi
Computer,Il dispositivo elettronico per elaborare
Telefono,Il dispositivo per parlare a distanza
Fax,Il dispositivo per inviare documenti
Stampante,Il dispositivo per stampare su carta
Scanner,Il dispositivo per digitalizzare documenti
Fotocamera,Il dispositivo per fare foto
Videocamera,Il dispositivo per fare video
Proiettore,Il dispositivo per proiettare immagini
Schermo,La superficie per vedere immagini
Televisore,L'apparecchio per vedere la TV
Decoder,Il dispositivo per decodificare segnali
Antenna,Il dispositivo per captare onde
Satellite,L'oggetto in orbita per telecomunicazioni
Razzo,Il veicolo per lo spazio
Aereo,Il veicolo che vola nell'aria
Elicottero,Il veicolo con le pale rotanti
